"labels","text"
"NOT-1stPerson","Must be sick hanging out with the sickest vape and dip gods -MENTION-"
"NOT-1stPerson","My ""neighbor "" leans on his 90s Honda Civic while vaping in the driveway He's some kind of obese white trash James Dean"
"1stPerson","My AC on my ceiling cracked smoking killa"
"NOT-1stPerson","my AD 100 pictures of titties and deep dark revealing secrets shane's AD Here's me vaping"
"NOT-1stPerson","My advice -MENTION- is to buy a vape at first you use it but after a while you hardly need to vape either"
"1stPerson","My aesthetic this weekend is sad Brad Pitt vaping and listening to Bon Iver"
"NOT-1stPerson","My all time favourite movie is a black and white comedy that cost less to make than Harvey Weinstein's weekly cigar allowance"
"1stPerson","My allergies aren't set up for ANY type of smoking Well hookah I can do hookah lol"
"NOT-1stPerson","my aunt threw a pack of cigs at me amp it hit my forehead amp my mom goes""wow cancer came flying str8 @ u u couldn't get it quick enough could u"""
"1stPerson","My aunts taking me to a hookah bar and to the casino for spring break"
"1stPerson","My baby spoiled me this weekend beer cigs a new phone HR trip party 2x in a row and the best of all sleeping in my bed"
"1stPerson","My bad habits are cigarettes coffee and boys"
"1stPerson","My bf left me so I'm smoking hookah alone sippin alone"
"1stPerson","my body runs on coffee cigarettes and hate"
"NOT-1stPerson","my brother bought a cherry coke vape juice and this shit is so on point"
"NOT-1stPerson","my brother is at a hookah bar amp i'm still home alone ahahah"
"NOT-1stPerson","My brother tried smoking cigarettes and honestly I'm having a goddam heart attack over here #worried #bigsisproblems #wtfman"
"1stPerson","My cigar is burning slow"
"1stPerson","My cigarette just fell out of my mouth to the floor I guess I support islam and flinging a faggot"
"1stPerson","My cigarette smoke burned my eye and I just fell the fuck over out my chair god damn it"
"NOT-1stPerson","My cough makes me sound like I've been smoking cigs my entire life"
"NOT-1stPerson","My dad asked me to hold his vape and I accidentally hit it"
"NOT-1stPerson","My dad fell asleep while vaping and watching anime on Crunchyroll"
"NOT-1stPerson","my dad is sat here vaping and im losing my shit trying to keep it together"
"NOT-1stPerson","My dad smoking pipe tobacco lol"
"NOT-1stPerson","My dad went out for a refill of his e cigarette and then never came home"
"NOT-1stPerson","My dad's e cig oils smell that nice that I'm seriously considering getting my own and becoming an e cig person"
"1stPerson","My diet is literally ice tea peach and cigs"
"NOT-1stPerson","my dude is over here sipping on a caprisun while smoking a cigarette"
"1stPerson","My e liquid tastes like white wine and I'm triggered"
"NOT-1stPerson","my face hurts so much bc of the cigg that hits my face ystd"
"NOT-1stPerson","My fantasy is seeing Jennifer Lawrence in lounging atire smoking an e cig w a cig holder LOL"
"1stPerson","my favorite cigarette"
"1stPerson","My favorite part about my first job is drawing and trying out new vape juices"
"1stPerson","My favorite pastimes are hookah wine and making depressing playlists"
"NOT-1stPerson","My flat stinks of cigarette smoke I can't work out how but it's pretty horrible"
"NOT-1stPerson","My friend ran from the cops on campus bc she was smoking and we are a tobacco free campus"
"1stPerson","My friends all gettin engaged and havin babies and here I am eating brownies and smoking a cigarette in bed"
"NOT-1stPerson","My friends please do visit amp like 'Green Blood Tobacconist' at FB for branded high quality tobacco cigar amp accessories Contact 0133358030"
"1stPerson","My friends hookah and wine sounds about right"
"1stPerson","My gf just scared me so bad I literally cried and I like needed a cigarette cause that stressed me out"
"NOT-1stPerson","My girlfriend my homeboy too ride together smoke together hit da mall together That's my Nigga"
"NOT-1stPerson","my grandma has a vape"
"1stPerson","My grandma is trying to take us to a hookah lounge I ain't arguin"
"NOT-1stPerson","My grandma just sent me a picture of my grandfather sitting on the beach shirtless with a sun hat on smoking a cigar"
"NOT-1stPerson","my gsw prof says bye to us by saying ""go in peace my friends don't smoke funny cigarettes and don't drink out of open containers"""
"NOT-1stPerson","My hairdresser is vaping while doing my hair lol"
"1stPerson","My homemade laxatives coffee adderall and tobacco"
"NOT-1stPerson","My Instagram feed is p much just ppl smoking"
"1stPerson","My Juul is officially broken lt 3"
"1stPerson","my lip makes me look like i've been in a fight but really i'm just an idiot who drunkenly tried to smoke the wrong end of a lit cigarette"
"1stPerson","my lips must really be turning black i don't even smoke anymore"
"1stPerson","My living room just became vape town"
"1stPerson","my main goal in life consists of me sittin' on the can with a 44"" HD TV on the wall all the wall smokin' a nice thick cuban cigar"
"NOT-1stPerson","My manager left me a pack of cigs and busicits in our special stash draw shes so sweet"
"NOT-1stPerson","My manager literally just vaped all over my food"
"NOT-1stPerson","My manz out here eating ciggs ash"
"1stPerson","My mom found out that I vaped and I was far from home I swear she has cameras everywhere"
"NOT-1stPerson","My mom gets in my car one time and my emergency cigarette is gone Damnit"
"NOT-1stPerson","My mom just asked me ""what is vaping"" for the 3rd time"
"NOT-1stPerson","my money wasted my life wasted all at the cost of a pack of ciggs '(("
"NOT-1stPerson","My mood literally gets ruined when I sit in a quiet place with fresh air the someone who is loud comes and smokes right next to me"
"1stPerson","My morning ritual consists of smoking a cig while on the can then going back to sleep"
"NOT-1stPerson","My most common Pornhub searches Kind Hoes Cat Interfering with Sex Big Boob Girl Vaping How to Change Career Butts"
"NOT-1stPerson","MY MOTHER JUST ASKED FOR A CIGARETTE FROM ME WAHT TEH HECK IM FUCKNGING SCREAMING"
"NOT-1stPerson","My mother on IG smoking hookah right now what is life"
"NOT-1stPerson","My mum just said what's the difference between someone pressing phone while shitting and someone smoking cigarette while shitting I am lost"
"1stPerson","my nails all fucked up from smoking"
"1stPerson","My neighbor just bummed me a cig god bless"
"1stPerson","My neighbor stay fucking me up with this hookah"
"NOT-1stPerson","My nephew trying to be slick smoking in the bathroom"
"1stPerson","My new client bought me a vape pen im tryna get use to it"
"1stPerson","My new favorite vape liquid ""Hot Rings"""
"1stPerson","my new juul and mango pods come in im so happy"
"1stPerson","My new vape came in the mail bless"
"1stPerson","my pack of marlboros said ""cigarette smoke produces carbon monoxide"" isn't that the shit that kills u if u inhale it oh OHHH"
"NOT-1stPerson","My parents do vape tricks together If this isn't relationship goals"
"NOT-1stPerson","My phone autocorrected vaping to gaping"
"NOT-1stPerson","my professor is talking about the profound ingestion of nicotine through hookah and I'm sitting here thinking of all the Boston Biddies"
"NOT-1stPerson","My review of PERSONAL SHOPPER finish at least one beer or one cigarette"
"1stPerson","my room is filled with smoke ) (not fire)"
"NOT-1stPerson","My roommate is smoking a cigar in our dining room soooo"
"NOT-1stPerson","My roommate makes me mission to another city just for shisha"
"NOT-1stPerson","My school is full of cigarette bums smh"
"NOT-1stPerson","My shopping problem is out of control I don't even smoke but I just saw this really cool looking cigar and almost bought it"
"1stPerson","My signature move in high school was smoking marlboros through my nose and running headfirst into metaphorical brick walls"
"NOT-1stPerson","My sister goes ""hurry up and get the lighter before my cigarette goes out"" while she's still holding an unlit cig"
"NOT-1stPerson","My sister is so mad over a vape pen"
"NOT-1stPerson","my sister just said our cousin has vaped in her face and it ""hurt my eyes so bad"""
"NOT-1stPerson","My sister likes to pop my cigg menthol so much"
"1stPerson","My sister walked in on me and the homies smoking"
"NOT-1stPerson","My snapchat is all about food sheesha wedding and driving"
"1stPerson","My Snapchat story everyday is me smoking I'm over myself"
"1stPerson","My stomach is so sore A drag of a cigarette felt like needles"
"1stPerson","my teeth pain cos i smoke too much le"
"1stPerson","My thoughts while vaping run wild"
"NOT-1stPerson","my throat feels like i smoke 2 packs of cigarettes everyday"
"1stPerson","My throat is killing me and I haven't even smoked lately sos"
"1stPerson","my tobacco is piss but im getting okay at rolling"
"1stPerson","My type of me time Wound in my wrist while smoking of cigarette"
"1stPerson","my uber driver gave me a birthday cigarette"
"NOT-1stPerson","my uber driver is vaping"
"NOT-1stPerson","my uber driver is vaping wtfffff"
"1stPerson","My uber took us to buy juul pods and 4 lokos gave us 3 hits of his one hitter #getlit"
"NOT-1stPerson","My vape didn't just mysteriously appear somewhere where I didn't put it"
"NOT-1stPerson","my vape might suck but like u suck"
"1stPerson","my vape pen is drying out consuming all that i can"
"1stPerson","my vape pin has a mind of its own"
"NOT-1stPerson","My work is so supportive and my hookah family is supportive I have super supportive friends and family life can only go up #leavethenegative"
"NOT-1stPerson","My worst fear just happened at 2 AM today I got burned rly bad with the end of a cigar Welp"
"1stPerson","Myparents thought being involved in school would help me get into a good college but i am just hitting a juul and playing 2k with dennis"
"NOT-1stPerson","NADIA JUST VAPED ON MY PIZZA"
"1stPerson","Nah bring on the shisha and the twister pitcher from concert square"
"NOT-1stPerson","Nah some wee lassie who was about 13 just asked me to go in the shop to get her fags"
"1stPerson","Naked and vapeing"
"NOT-1stPerson","Nana to a nebulizer ""hey look I'm vaping"""
"NOT-1stPerson","Nearly vaped my beard oil That wouldn't have been good"
"1stPerson","Need 10 more fuckin smoke breaks"
"1stPerson","Need a fuckin smoke break"
"NOT-1stPerson","Need a girl who Smokes cigs loves concerts Supports me And stunts on everyone While swerving everyone else"
"NOT-1stPerson","Need a lil emo shorty with the choker that smokes cigarettes so I can steal them every night before I go to work"
"NOT-1stPerson","need a new vape my shit not hitttin like it's supposed to"
"1stPerson","Need a smoke buddy right now"
"1stPerson","Need Cigarette"
"1stPerson","Need Cigg noww"
"1stPerson","need cute friends that will smoke amp paint w me"
"1stPerson","need some cancer sticks"
"1stPerson","Need to grab my hooka from greymis and keep it in my car for moments like this"
"1stPerson","Need to quit smoking ciggerates"
"1stPerson","needa smoke so i can get out my feelings"
"1stPerson","Needing a cig biiiiiiiiig time hayoooo"
"1stPerson","Needing a cig or two"
"1stPerson","Needless to say cigar is lit and I'm on the back porch"
"NOT-1stPerson","neighbors are smoking shit again"
"NOT-1stPerson","Neil Gorsuch hasn't appealed to the growing vaping community"
"NOT-1stPerson","Nelson is rlly in my house alone smoking hookah and playing Xbox while I'm at the hair salon #welivetogether #wearelowkeymarried"
"NOT-1stPerson","Never slap a man who s chewing tobacco"
"1stPerson","Never thought I'd fuck w hookah but here I am"
"1stPerson","Nevver smoking a cigar again"
"NOT-1stPerson","new ecig company name idea vaporwave"
"1stPerson","New to vaping CBD via r CBD So i have just purchased my first lot of CBD e liquid recently and started taking it today (10ml 100mg) in a"
"NOT-1stPerson","New video Lit Another Video this Friday Vaping Bad"
"NOT-1stPerson","New York so nasty People really b walking down the street smoking angel dust like it's a cigarette"
"NOT-1stPerson","Newport cigarettes"
"NOT-1stPerson","Nigga don't you dare light a fucking cigg in the middle of the reefer cypher"
"1stPerson","Nigga seen me smoking he said you got a cig I said no ciggs just Ls"
"NOT-1stPerson","Nigga tried to roll up a flavored cigar"
"NOT-1stPerson","Niggas be pulling the hookah away mad hard when they on Snapchat"
"NOT-1stPerson","Niggas Den Got Too Comfortable Smoking 10 Mid"
"NOT-1stPerson","Niggas packing hookah at 9 34 AM I'm going back to bed"
"NOT-1stPerson","Niggas walking out with 24 mil at an international airport while you can't even take 20bucks petty cash at the office to buy yourself smokes"
"NOT-1stPerson","Niggas would be smoking in ciggs in the building smh"
"1stPerson","No better way to wake up than with a nice warm cigaret in ya mouth"
"NOT-1stPerson","No bodies can ever tell us how to smoke tobacco buddy That is evil out there buddy"
